,original_idx,text
2048,2048,hitler ligou o forno pqp
2049,2049,Hj a não perguntou se a Lava Jato acabou depois do impeachment
2050,2050,hj comprei um negro baratin graças ao #BlackFriday
2051,2051,"Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no fogão..hipócritas flw"
2052,2052,Hj eu to putasso
2053,2053,Hj eu vi a perguntando p no TT como funciona a promoção e a Dona Morangorespondendo como funciona #odiadehoje
2054,2054,hj eu vi uma gorda tirar as havaianas pra pesar na farmácia e entendi o significado da palavra 'esperança'
2055,2055,"Hj toda a gente vai publicar fotos dos filhos com máscaras d Carnaval no FB.
Como é q 1 pedófilo trabalhava antes d existirem redes sociais?"
2056,2056,"Hoje, às 19h45, na #RTP1: tempo de antena anual do #PNR.
A não perder! E... divulgar."
2057,2057,hoje acordei com 1 vontade de fazer uns dreadlock ta na moda ;)
2058,2058,hoje a mulher é linda é amor etc etc... amanha a mulher é vagabunda puta e burra
2059,2059,"Hoje, bem sapatao pra aula de futebol e futsal"
2060,2060,hoje em dia até dizer que tem orgulho de ser branco é racismo aff vcs
2061,2061,Hoje em dia não pode mais praticar genocídio numa igreja que já é racismo
2062,2062,"Hoje é noite de novidades por aqui.
Muitas novidades.
Apareçam a partir das 21h00"
2063,2063,Hoje é o dia da mulher e eu realmente tô de parabéns viu!!!!! PQ EU ACABEI DE FAZER A MAIOR MERDA Q EU PODERIA TER FEITO!!! Que menina burra
2064,2064,"Hoje é o Dia Internacional da MULHER... <3
Seja ela alta o baixa, gorda ou magra, bonita ou feia, rica ou pobre,..."
2065,2065,'Hoje é segunda-feira.' Um dia como outro qualquer. 'Mas olha que é dia 13.' Não sou supersticioso. 'A gasolina voltou a aumentar'. Foda-se!
2066,2066,Hoje eu fui paquerado no trânsito
2067,2067,hoje eu to so a rihanna na era sapatao
2068,2068,HOJE EU VO CHUTAR O BALDE MAS FICA AI PQ QUERO ACERTA SUA CARA
2069,2069,Hoje eu vou na igreja
2070,2070,Hoje o tópico vai ser... Islão!
2071,2071,"- Hoje posso ta feia , gorda , falsa , metida etc.. Amanhã endiante você verá uma nova ' Poxa Bia '"
2072,2072,"Homem branco hétero cisgênero, me oprimindo durante Protesto pela Revogação do Estatuto do Desarmamento.. _"
2073,2073,migo respira deus ta no comando!!!
2074,2074,o que ela não deve sofrer quando a sopa está quente...
2075,2075,come frango cru nao a ' passarinho ' !
2076,2076,"é viver com dignidade, é um conceito em extinção plena ! Aqui tem o foco da resistência!"
2077,2077,fez um serviço na cara do Silvio Berlusconi !
2078,2078,gosta quando sem rodeios....
2079,2079,"manda um salve pra imagem da semana: nós te amamos!!!
- http://bit.ly/7ueBM0"
2080,2080,"Homem de verdade não bate em mulher! Isso é coisa de imbecil, de babaca, de covardes bundões."
2081,2081,"não fala de boquete, recebe. RT ''Liberdade'... significa falar de boquete como quem fala do clima....'"
2082,2082,? não! homem na metade - http://19.media.tumblr.com/tumblr_ktygckpa2E1qz88eno1_400.jpg
2083,2083,"não pode ser vegetariano, a gente esta sempre no topo da cadeia alimentar !"
2084,2084,"não precisa de #lingerieday, puta parada de Barangas-Nerds atrás de rolas virgens! Pra isso tem sites pornôs bem melhores..."
2085,2085,"não tem namorada, tem fêmea temporária."
2086,2086,"não usa capa de chuva, nada em tsunami !"
2087,2087,"pega forte na cintura da sua fêmea, essa coisa de delicadeza nessas horas é desses Jonnys Manés Citricos bunda mole!"
2088,2088,quando vacila assume rapidamente a responsabilidade e paga o erro com humor!
2089,2089,"Homem de verdade que não sabe desenhar um Pinto, não conhece o pau que tem! Honre seu Pinto!!!!"
2090,2090,"usa barba ou bigode, essa coisa de pelinha lisinha pra gente é bunda de mulher !"
2091,2091,usa twitter ? é a pergunta que fazem a todo momento.... !
2092,2092,"HOMEM FEMINISTO:
NÃO DEFENDE A ESPOSA
CHEIO DE TATUAGI
MOVIDO A MACONHA E PÓ
DIVIDE A MULHER COM OS PARCERO
DEPRESSIVO
O LEGÍTIMO CORNÃO"
2093,2093,"homem morre: homicídio 
criança morre: homicídio
hetero morre: homicídio
gay morre: homofobia"
2094,2094,"homem nasce homem
mulher nasce mulher"
2095,2095,"Homem q pede representatividade não vai no quintal a noite ver oq é o tal barulho, ele vai só gritar q nem louca. F _"
2096,2096,Homem que é homem arrota com suco de laranja.
2097,2097,"homem que é homem arrota com suco de laranja, no ouvido da namorada."
2098,2098,Homem que é homem brinca de girocóptero no banheiro da casa da sogra.
2099,2099,Homem que é homem come doritos de pimenta com geléia extra-forte de pimenta e guaraná ice.
2100,2100,Homem que é homem não assiste a fazenda.
2101,2101,Homem que é homem não come; bebe.
2102,2102,Homem que é homem não nota o esmalte das mulheres
2103,2103,Homem que é homem só come carne. Peixe é coisa de bixa.
2104,2104,homem que é homem só conhece dois cheiros de mulher: o bom e o ruim.
2105,2105,Homem que é homem troca o pênis por 1 fígado a mais.
2106,2106,"HOMEM QUE USA SAIA E MAQUIAGEM: 
APROPRIAÇÃO CULTURAL FEMININA
MULHER QUE DEIXA O SUVACO PELUDO:
APROPRIAÇÃO CULTU _"
2107,2107,Homem se verdade não tem dia pra comemorar! Todo dia é dia.
2108,2108,"homenagear torturador? pode
chamar outro deputado de viado boiola queima rosca? claro que pode
cuspir no mito? NUNCA"
2109,2109,Homenagem às mulheres simbolo da direita no mundo: Melanie Trump / A politica belga / a sobrinha da Marina le pen - _
2110,2110,"Homenagem a quem a merece!
Pintura da minha autoria.
#Salazar"
2111,2111,"homofobia é o caralho para de mimimi o cara que entrou matando tb era gay, nao viu no jornal??"
2112,2112,Hora de Fecho: Islão e extrema-direita mobilizam de modo similar -
2113,2113,Horas seguidas que quero te comer: quantidade de vagas para a libertadores
2114,2114,E eu que pensava que era por causa da imigração...
2115,2115,#HQEH acorda cedo pra assistir os jogos da Copa. #worldcup
2116,2116,#HQEH não pergunta à esposa/namorada onde ela quer ir. Fala pra onde eles vão e pronto.
2117,2117,#HQEH não sai mostrando a sua bunda em época de carnaval.
2118,2118,"eu tb, Aclimação #bemnofocodacomidajaponesa #adoro"
2119,2119,"Oi, Pssoa.. Tá morando onde aqui em Sampa? #quenaosejanazlmodeon"
2120,2120,vocês são fufas fofas EHHEHEHE
2121,2121,mas tb desse jeito achei q a solução era remover o pé
2122,2122,huahuahuahuau to rindo mto disso http://t.co/Sxsh8B9c
2123,2123,"Hugh Jackman veio pra SP e tomou um pingado
Se ele fosse pro Rio ia tomar um tiro"
2124,2124,Mau... é teu irmão???
2125,2125,o Senhor é um homem Branco e rico!!Qual o problema disso??
2126,2126,"Humm... não sei se entendi... Quer 'respeito' mas não se dá ao respeito?
É o que dá o efeito dos fumos."
2127,2127,"achei engraçado que ngm falou em direita aqui, mas vocês mesmo se entregam"
2128,2128,ia perguntar se o dia Internacional da mulher era no mundo todo mas parei um pouquinho pra pensar e agora eu to me sentindo BURRA
2129,2129,"eu não duvido, mas não custa tentar."
2130,2130,amo esse texto <3
2131,2131,"isso é doideira. Os sírios-libaneses quando vieram pra cá não receberam 1% das benesses desses refugiados, mas agradeciam"
2132,2132,"obviamente anti refugiados. Obviamente nao tenho como checar os fatos, mas de um google e ache uma fonte confiavel"
2133,2133,#ICYMI: Declaração Conjunta com Presidente Trump e Primeiro Ministro Shinzo Abe sobre a Coréia do Norte.
2134,2134,"'Idade não representa maturidade'
 Diga isso numa creche..."
2135,2135,"se ela fosse sapatao eu te ajudava, amigo... mas ela ate namora um mlk"
2136,2136,idiota é pensar q no dia d mulher eu aquela mulher cujo vc a chamou atráves de MSN feia gorda urubu fígado cheia de celulite acreditar em vc
2137,2137,iggy é mto melhor q nicki Minaj PFVRR
2138,2138,#i5gornascimento g1 União Europeia ameaça com sanções países que não recebem refugiados
2139,2139,Ih olha o omi branco querendo falar pra mulher qual o papel dela
2140,2140,Iiiih sapatão sinistra kkkkkkkkkkkkkkkk
2141,2141,"II RAPAZ, SAI FORA VOCÊ É HOMEM"
2142,2142,"ciência e os religiosos se posicionaram contra o assunto. Os moderninhos foram todos enganados, desavisados tb."
2143,2143,"Ficaram com vergonha de falar mal antes, agora dizem que é algo de religioso. Mas todo mundo sabe que é anormal."
2144,2144,"Homossexualismo é doença. Não devia existir. Primeiro fazem acreditar que é normal, natural, depois incentivam.."
2145,2145,"Marxismo cultural mais baixo, malicioso, sujo e descarado do que esse não há. Deus abençoe a todos. VERDADE."
2146,2146,"Religiosos ou não, devemos agradecer que estes reneguem o homossexualismo. Enquanto todos se calaram, só a......"
2147,2147,Imaginando umas coisas aqui
2148,2148,Imagina que loko seria se no dia das mulheres recebessemos respeito
2149,2149,IMAGINA SE EU VOU DEIXAR DE VER AQUELES BELOS RABOS NA REDE TV PRA VER O OSCAR: BANDO DE ACTOR BABACA QUERENDO 'LACRA' CONTRA O TRUMP.
2150,2150,Imagina se fosse um dossiê sobre os hábitos sexuais da Hillary... o que ia ter de sjw achando um absurdo o machismo cristão conservador.
2151,2151,"'IMAGINA SE TODO MUNDO SÓ COMESSE ALFACE?' man, a mulher era tão burra que achava que os vegetarianos só comem alface
comazim"
2152,2152,imagina se você cutucar a pessoa no facebook só que ela tem hanseníase e não sente
2153,2153,imagina tão mostrando a família do cara no bbb dai a mãe dele ta com um cartaz 'seu pai morreu semana passada :('
2154,2154,imagina uma caixinha de musica começa a tocar agora ai no escuro
2155,2155,Imagine esse aqui vivendo num regime comunista
2156,2156,"Imaginem a cotovelite com que o Soares deve estar hoje, depois de ontem ter sido agredido pelo olho do jogador do T _"
2157,2157,"Impedir os imigrantes ilegais é meramente cumprir uma promessa da minha campanha. Membros de gangues, traficantes e _"
2158,2158,"Imprensa toda mentiu sobre
1- quem era Trump
2- pesquisas das eleições americanas
3- fake news 'documentos vazados'.
É o desespero batendo."
2159,2159,"Impunidade dos outros, fraqueza dos “nossos”
 #Portugal #PNR #RenovarPortugal"
2160,2160,"Inacreditável... com raras exceções, essa justiça brasileira é uma VERGONHA!!"
2161,2161,Incrível a facilidade que sapatao tem pra namorar
2162,2162,"Indignada com esse canalhas!!! Falando do Silas Malafaia como se a notícia fosse recente! 
O Pastor já mostro sua inocência!"
2163,2163,"Indo a Charleston, Carolina do Sul pra passar um tempo com a Boeing e falar sobre empregos! Ansioso."
2164,2164,Indo ao CAPC!
2165,2165,"Indo dormir ao som de uma linda música, e da crença de que sim, o que é verdadeiro é para sempre. http://bit.ly/afKiXa"
2166,2166,indo dormir de luz acesa em homenagem ao nordeste
2167,2167,Essa Leticia bahia é uma das que vai fazer greve de sexo da Gleisi Hoffman
2168,2168,Feminismo é massa de manobra da esquerda. nunca vi feminista reclamando para entrar no exercito
2169,2169,"sorte sua, se vc for menor de idade ele vai querer comer seu cu"
2170,2170,"tem mulheres boas...e tem mulher que rouba, que mente, que é dissimulada, que roubou aposentados, co _"
2171,2171,Infelizmente isto não vai lá com petições. Os imbecis que promulgaram tal aberração têm a faca e o queijo na mão e _
2172,2172,infelizmente o país da inversão de valores..pq de gente de esquerda que quer lacrar ..!!
2173,2173,"Informação importante para quem vai ao Estádio da Luz assobiar este menino:
IDE PARA O CARALHINHO QUE VOS FODA.
Obr _"
2174,2174,Inf. são passadas ilegalmente ao falido e pela comunidade de inteligência (NSA e FBI). Com _
2175,2175,"podes crer, um gajo até fica deprimido..."
2176,2176,Instrui que a Segurança Interna auditasse as pessoas vindo ao nosso país com MUITO CUIDADO. Os tribunais estão difi _
2177,2177,...intencional. Esta narrativa toda é uma forma de livrar os democratas da derrota em uma eleição que todos achavam _
2178,2178,Interessante alguns países do Oriente Médio concordarem com o veto. Eles sabem que se algumas pessoas forem permiti _
2179,2179,"Interessante:
Por que a promiscuidade masculina ‘_natural’_ é um mito, segundo esta bióloga"
2180,2180,"Internet de manhã melhor horário
Só gente honesta e trabalhadora"
2181,2181,Internet 2017: Um negro a chamar ironicamente sua namorada de 'preta' virou motivo para o movimento negro pautar e _
2182,2182,intervenção militar já!!! ninguém aguenta mais esses corruPTos!!!
2183,2183,É verdade não me sabe amar e quer Sérgio e Angola puxar o da Joana veia lei Diogo chamar-me de cabrão juiz!
2184,2184,"IRMÃO , DO BLOCO PORÃO DO DOPS, APARECEU AQUI NO CAMAROTE GLACIAL JOAQUIN TEIXEIRA TRAJANDO ESSA FAN _"
2185,2185,e a estrelinha q foi substituída por esse coraçãozinho???
2186,2186,isabel eh a sapatao do banheiro falei e sai correndo
2187,2187,"Ou seja, faltam 0:55 min.. rs"
2188,2188,"I Seminário Feminista Sobre Encarceramento
O encarceramento de mulheres é um fenômeno que nos últimos anos vem..."
2189,2189,eu tb mas fazer o que ne não pode matar que nooooossa
2190,2190,"Islão este é o Milo!Ele é gay, católico e acima de tudo acredita na liberdade de expressão! Already triggered???"
2191,2191,"Islão - 5 letras
Bomba - 5 letras
Coincidência??????"
2192,2192,ate que enfim alguem entendeu hahahahahahahha
2193,2193,"ISP: outro “erro de percepção mútuo”?
Além de faltar ao prometido, mentiu aos portugueses da forma mais descarada."
2194,2194,Isso aqui a não vê. Mas piadinhas que o faz de gorda feminista eles se preocupam...
2195,2195,Isso é democracia pro Reinaldão... Cada dia mais patético!
2196,2196,isso é golpe contra o cunha
2197,2197,Isso é o que a França conseguiu sendo ' fraterna e solidária '... Porque refugiados não vão para Arábia saudita.. I _
2198,2198,isso é ser FEMINISTA...e não mulher
2199,2199,"Isso é uma consequência tardia da decadência. Ciente de que seus dias como artista descambavam para o ocaso, a..."
2200,2200,"Isso não é professora, é uma doutrinadora que usa a audiência cativa das crianças (alunos) para impor suas seitas..."
2201,2201,Isso que é ódio #LGBT
2202,2202,isso quer dizer que já estou atrasada para começar a me arrumar
2203,2203,Isso sim é tratar gay com indiferença...
2204,2204,isso tudo aí só se for em cuba
2205,2205,Obrigada... Só se for agora....rs
2206,2206,"Isto acontece HOJE às 22h30 no 'Popular Alvalade' em Lisboa e está a 10 bilhetes de esgotar.
Apareçam.
RESERVAS: re _"
2207,2207,"Isto é cá um grande buraco!.. Como é que o #Sócrates anda cá fora?
 _"
2208,2208,"Isto é o que eu, o , o e o vamos andar a fazer. Mais datas virão. Bilhetes nos _"
2209,2209,Isto faz tanto sentido como dizer q angola não é uma colônia
2210,2210,isto realmente eh uma grande rede de fufas
2211,2211,Tem q ser muito capacho de ideologia para apoiar uma cultura q apedreja e açoita mulheres só porque a e _
2212,2212,"Já achava a ' Bela e a Fera' ,ridícula mesmo. Disney sai do armário:
 ‘_A Bela e a Fera’_ terá romance gay..."
2213,2213,Ja avisei o dt q provavelmente v deixar a prova de fisico quimica e cn em branco
2214,2214,já aviso que não abro mão de um comitê que aborde o tema: refugiados
2215,2215,Já começa com o metrô q encerra a meia noite.
2216,2216,Já começaram a comparar o preço do ovo de páscoa com barra de chocolate?
2217,2217,Já era pro ISIS.
2218,2218,Já escrevi muito sobre essa realidade.
2219,2219,"Já Está No Portal 'Music For Angola'
Mboraa Lá Partilhar Pessoal!!
.
Dêem Uma Olhada... 
JAY CEE - NÃO VAI"
2220,2220,"já falei que não sou racista porra
mas..."
2221,2221,"JÁ, FAZ PARTE, TOMO UM BANHO RELAXO E 15 MINUTOS DEPOIS VOU PRA BATALHA DE NOVO. SE A MULHER NÃO ENTENDER É MARMITA _"
2222,2222,"Já Fidel / Raul Castro mandarem pra prisão por nada tá de boa, né?"
2223,2223,Já fiquei com a . Várias vezes a noite antes de dormir
2224,2224,JÁ IDENTIFIQUEI O ESTAGIÁRIO QUE ONTEM A NOITE ACESSOU O MEU PERFIL RESERVA EMBRIAGADO E ESCREVEU ASNEI _
2225,2225,Já imaginaram como seria se o Aécio tivesse vencido a jumenta em 2014?
2226,2226,falando que não aceitou ser secretário da prefeitura do 'Não aceito fazer política dessa _
2227,2227,HUMILHA o irresponsável do Fernando Henrique Cardoso
2228,2228,responde a falsa acusação da REVISTA VEJA sobre ele ter planejado praticar atos terroristas
2229,2229,Jair Messias Bolsonaro desmascara padre pedófilo que o atacou
2230,2230,"Jamais confunda um homem porco a um , um sabe bem a hora de lavar as mãos !"
2231,2231,"Jamais vou entender este fenômeno chamado, #Carnaval. Um povo sofrido, roubado, explorado, _"
2232,2232,"Já nem me lembrava que o Tévez tinha trabalhado na Alfândega e uma vez teve de revistar o Rio Ferdinand.
Bons tempos"
